route_id,service_id,trip_id,direction_id
100100049,SER_20260912,100100049_106061499_171_d0,0
100100049,SER_20260912,100100049_106061499_171_d1,1
100100049,SER_20260912,100100049_106061499_211_d0,0
100100049,SER_20260912,100100049_106061499_211_d1,1
100100049,SER_20260912,100100049_106061522_116_d0,0
100100049,SER_20260912,100100049_106061522_116_d1,1
100100049,SER_20260912,100100049_106061527_114_d0,0
100100049,SER_20260912,100100049_106061527_114_d1,1
100100049,SER_20260912,100100049_106061529_118_d0,0
100100049,SER_20260912,100100049_106061529_118_d1,1
100100049,SER_20260912,100100049_106061549_120_d0,0
100100049,SER_20260912,100100049_106061549_120_d1,1
100100049,SER_20260912,100100049_106069556_137_d0,0
100100049,SER_20260912,100100049_106069556_137_d1,1
